text,favoriteCount,created,id,retweetCount,chars,month,year,day,time,label 
Victory press conference was over.   Why is she allowed to grab me and shout questions? Can I press charges? https://t.co/qbW2RjkINX,27192,3/29/2016 19:05,7.15E+17,9670,132,3,2016,29,1145,-1
Why aren't people looking at this reporters earliest statement as to what happened; that is before she found out the episode was on tape?,15164,3/29/2016 16:44,7.15E+17,5581,137,3,2016,29,1004,1
Wow; Corey Lewandowski; my campaign manager and a very decent man; was just charged with assaulting a reporter. Look at tapes-nothing there!,18141,3/29/2016 16:41,7.15E+17,6487,140,3,2016,29,1001,1
How come the @TODAYshow &amp; @chucktodd show the new @NBCNews Poll for Hillary vs Bernie but do not show the SAME poll where I am killing Cruz?,13154,3/29/2016 14:45,7.15E+17,4511,144,3,2016,29,885,1
I have millions more votes/hundreds more dels than Cruz or Kasich; and yet am not being treated properly by the Republican Party or the RNC.,24747,3/29/2016 14:16,7.15E+17,7666,140,3,2016,29,856,1
Wow; @CNN has nothing but my opponents on their shows. Really one-sided and unfair reporting. Maybe I shouldn't do their town-hall tonight!,20157,3/29/2016 13:34,7.15E+17,5762,139,3,2016,29,814,1
We need to secure our borders ASAP. No games; we must be smart; tough and vigilant. MAKE AMERICA GREAT AGAIN &amp; MAKE AMERICA STRONG AGAIN!,25148,3/29/2016 1:07,7.15E+17,9891,141,3,2016,29,67,1
"""@NeilTurner_: @realDonaldTrump Cruz &amp; Rubio are scared! WATCH -&gt; https://t.co/pWjLW1QBKo https://t.co/W2r6mOzgkb""",7703,3/24/2016 15:59,7.13E+17,3136,121,3,2016,24,959,1
Europe and the U.S. must immediately stop taking in people from Syria. This will be the destruction of civilization as we know it! So sad!,25618,3/24/2016 15:55,7.13E+17,10066,138,3,2016,24,955,1
Just announced that as many as 5000 ISIS fighters have infiltrated Europe. Also; many in U.S.  I TOLD YOU SO! I alone can fix this problem!,23129,3/24/2016 15:52,7.13E+17,9652,139,3,2016,24,952,1
"""@Doctor_S_Freud:  @TheView They're all brain-dead puppets with skeletons in their closet. I say you go on and destroy them all"" A dead show",9973,3/24/2016 15:49,7.13E+17,2631,140,3,2016,24,949,1
Explain how the women on The View; which is a total disaster since the great Barbara Walters left; ever got their jobs. @abc is wasting time,18012,3/24/2016 15:39,7.13E+17,4548,140,3,2016,24,939,1
".@TheView T.V. show; which is failing so badly that it will soon be taken off thr air; is constantly asking me to go on. I TELL THEM ""NO""",14254,3/24/2016 15:33,7.13E+17,3496,137,3,2016,24,933,1
Hillary Clinton has been working on solving the terrorism problem for years. TIME FOR A CHANGE; I WILL SOLVE - AND FAST!,15478,3/24/2016 14:46,7.13E+17,6089,120,3,2016,24,886,1
"""@TimVincent56:  @LindseyGrahamSC Talkers think about the future; Doers are already building it"" #VoteTrump2016 https://t.co/OoB38jypsD""",17040,3/24/2016 14:41,7.13E+17,5543,136,3,2016,24,881,1
It is amazing how often I am right; only to be criticized by the media. Illegal immigration; take the oil; build the wall; Muslims; NATO!,22295,3/24/2016 14:38,7.13E+17,7493,137,3,2016,24,878,1
"Remember when I recently said that Brussels is a ""hell hole"" and a mess and the failing @nytimes wrote a critical article. I was so right!",16432,3/24/2016 14:17,7.13E+17,5798,138,3,2016,24,857,1
These politicians like Cruz and Graham; who have watched ISIS and many other problems develop for years; do nothing to make things better!,15061,3/24/2016 14:14,7.13E+17,5012,138,3,2016,24,854,-1
.@LindseyGrahamSC and Lyin' Ted Cruz are two politicians who are very much alike - ALL TALK AND NO ACTION! Both talk about ISIS; do nothing!,11034,3/24/2016 14:07,7.13E+17,3595,140,3,2016,24,847,1
It is amazing how @LindseyGrahamSC gets on so many T.V. shows talking negatively about me when I beat him so badly (ZERO) in his pres run!,11036,3/24/2016 14:02,7.13E+17,3130,138,3,2016,24,842,1
"""@missi51: .@realDonaldTrump thank God is not a politician; but he's one heck of a fighter who will fight for us; the people.""",10021,3/24/2016 13:40,7.13E+17,2964,126,3,2016,24,820,1
We pay a disproportionate share of the cost of N.A.T.O. Why? It is time to renegotiate; and the time is now!,14498,3/24/2016 11:59,7.13E+17,5406,108,3,2016,24,719,1
N.A.T.O. is obsolete and must be changed to additionally focus on terrorism as well as some of the things it is currently focused on!,15402,3/24/2016 11:47,7.13E+17,5047,133,3,2016,24,707,1
"""@Don_Vito_08: ""A picture is worth a thousand words"" @realDonaldTrump  #LyingTed #NeverCruz  @MELANIATRUMP https://t.co/5bvVEwMVF8""",25170,3/24/2016 3:55,7.13E+17,10125,131,3,2016,24,235,1
"""@Kj11100Me: @realDonaldTrump Donald Trump will be greater  president than Ragan. Trump will set the button for morality;Christianity.",10786,3/24/2016 3:35,7.13E+17,3036,134,3,2016,24,215,1
"""@tcsorr: @jphilman0206 @realDonaldTrump self-funded and media loves him. Not beholden to masters like @tedcruz. Who owns Ted?""",10060,3/24/2016 3:03,7.13E+17,2970,127,3,2016,24,183,1
"""@DebraRakestraw:  You have over 2M followers more than than @HillaryClinton. This says something about how America feels. #Trump2016 <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>""",13930,3/24/2016 2:33,7.13E+17,3953,215,3,2016,24,153,1
MAKE AMERICA GREAT AGAIN!,30980,3/23/2016 23:25,7.13E+17,13465,25,3,2016,23,1405,1
I want to thank @RealSheriffJoe for all of his help in our historic Arizona win. Could not have done it without you Joe!,18293,3/23/2016 21:44,7.13E+17,4802,120,3,2016,23,1304,1
While I believe I will clinch before Cleveland and get more than 1237 delegates; it is unfair in that there have been so many in the race!,17177,3/23/2016 21:12,7.13E+17,4070,138,3,2016,23,1272,1
I think having Jeb's endorsement hurts Lyin' Ted. Jeb spent more than $150;000;000 and got nothing. I spent a fraction of that and am first!,19461,3/23/2016 20:02,7.13E+17,5948,140,3,2016,23,1202,1
Thank you; Arizona! #Trump2016  #MakeAmericaGreatAgain #TrumpTrain  https://t.co/MMPR0Omwog https://t.co/Dgqky0JiHO,14306,3/23/2016 18:35,7.13E+17,4361,115,3,2016,23,1115,-1
Lyin' Ted Cruz denied that he had anything to do with the G.Q. model photo post of Melania. That's why we call him Lyin' Ted!,26282,3/23/2016 14:22,7.13E+17,8320,125,3,2016,23,862,1
Hopefully the Republican Party can come together and have a big WIN in November; paving the way for many great Supreme Court Justices!,26380,3/23/2016 4:04,7.12E+17,7549,134,3,2016,23,244,1
Much bigger win than anticipated in Arizona. Thank you; I will never forget!,25884,3/23/2016 3:43,7.12E+17,7027,76,3,2016,23,223,1
Thank you; Arizona! #Trump2016  #WesternTuesday #TrumpTrain https://t.co/VMCzxrryG8,22025,3/23/2016 3:30,7.12E+17,7154,83,3,2016,23,210,-1
Incompetent Hillary; despite the horrible attack in Brussels today; wants borders to be weak and open-and let the Muslims flow in.  No way!,37125,3/23/2016 2:59,7.12E+17,13572,139,3,2016,23,179,1
Lyin' Ted Cruz just used a picture of Melania from a G.Q. shoot in his ad. Be careful; Lyin' Ted; or I will spill the beans on your wife!,36328,3/23/2016 1:53,7.12E+17,16142,137,3,2016,23,113,1
Pres. Obama should leave the baseball game in Cuba immediately &amp; get home to Washington- where a #POTUS; under a serious emergency belongs!,35356,3/22/2016 22:41,7.12E+17,11915,143,3,2016,22,1361,-1
Obama; and all others; have been so weak; and so politically correct; that terror groups are forming and getting stronger! Shame.,30005,3/22/2016 19:17,7.12E+17,11731,129,3,2016,22,1157,1
#UtahCaucus message from @IvankaTrump! #UTCaucus  #MakeAmericaGreatAgain #Trump2016  https://t.co/kHigCSUnFC,8717,3/22/2016 19:16,7.12E+17,2811,108,3,2016,22,1156,-1
#ArizonaPrimary message from @IvankaTrump! #AZPrimary #MakeAmericaGreatAgain #Trump2016  https://t.co/WzTDekWJAQ,8082,3/22/2016 19:04,7.12E+17,2438,112,3,2016,22,1144,-1
#VoteTrump video: https://t.co/NauXRQ2Q91  #AZPrimary #ArizonaPrimary #UtahCaucus #UTCaucus #AmericanSamoa https://t.co/bKruyYHFma,8794,3/22/2016 18:52,7.12E+17,2987,130,3,2016,22,1132,-1
My heart &amp; prayers go out to all of the victims of the terrible #Brussels tragedy. This madness must be stopped; and I will stop it.,45860,3/22/2016 18:21,7.12E+17,17714,136,3,2016,22,1101,-1
MAKE AMERICA GREAT AGAIN!,27728,3/22/2016 14:54,7.12E+17,12655,25,3,2016,22,894,1
President Obama looks and sounds so ridiculous making his speech in Cuba; especially in the shadows of Brussels. He is being treated badly!,21190,3/22/2016 14:53,7.12E+17,6097,139,3,2016,22,893,1
Do you all remember how beautiful and safe a place Brussels was. Not anymore; it is from a different world! U.S. must be vigilant and smart!,47595,3/22/2016 12:04,7.12E+17,18055,140,3,2016,22,724,-1
"""@MyPresidentme: Here's Trump #AIPAC2016 in case anyone missed it. It is a must watch. https://t.co/cGCIYE7yZB""",9754,3/22/2016 11:11,7.12E+17,3502,111,3,2016,22,671,1
"""@BarronG510: @realDonaldTrump The media is corrupt! We The People are fighting with you.""",18048,3/21/2016 2:34,7.12E+17,5588,90,3,2016,21,154,1
Wow; President Obama just landed in Cuba; a big deal; and Raul Castro wasn't even there to greet him. He greeted Pope and others. No respect,35515,3/20/2016 20:41,7.12E+17,12717,140,3,2016,20,1241,1
Big Republican Dinner tonight at Mar-a-Lago in Palm Beach. I will be there!,15494,3/20/2016 19:45,7.12E+17,3637,75,3,2016,20,1185,1
"""@gamzorz:  @megynkelly Dont worry Trump; They are losing thousands of viewers and money. Roger Ailes will be telling Megyn to stop""",12412,3/20/2016 19:39,7.12E+17,3318,132,3,2016,20,1179,1
So the highly overrated anchor; @megynkelly; is allowed to constantly say bad things about me on her show; but I can't fight back? Wrong!,27373,3/20/2016 19:10,7.12E+17,7674,137,3,2016,20,1150,1
The protesters blocked a major highway yesterday; delaying entry to my RALLY in Arizona by hours; and the media blames my supporters!,23683,3/20/2016 18:52,7.12E+17,8464,133,3,2016,20,1132,1
Why is it that the horrendous protesters; who scream; curse punch; shut down roads/doors during my RALLIES;  are never blamed by media? SAD!,47434,3/20/2016 16:13,7.12E+17,17998,140,3,2016,20,973,1
Will be interviewed on @ThisWeekABC this morning. Enjoy!,9229,3/20/2016 11:55,7.12E+17,2190,56,3,2016,20,715,1
"""@GStephanopoulos: What? @realDonaldTrump's strategy to secure the GOP nomination? I?l talk to the Republican front-runner. @ThisWeekABC.""",7775,3/20/2016 11:51,7.12E+17,1973,138,3,2016,20,711,1
The rallies in Utah and Arizona were great! Tremendous crowds and spirit. Just returned but will be going back soon.,16893,3/20/2016 5:05,7.11E+17,4165,116,3,2016,20,305,1
"""@jojo2foxy: TRUMP IS NOT AFRAID OF ANYTHING OR ANYONE - THAT'S THE PRESIDENT USA NEEDS TO UNITE US &amp; KNOCK THE SOCKS OFF OUR ENEMIES!",17086,3/20/2016 4:51,7.11E+17,5513,138,3,2016,20,291,1
THANK YOU ARIZONA! Get out and #VoteTrump on Tuesday! #AZPrimary   #MakeAmericaGreatAgain #Trump2016 https://t.co/5itxkQxrLF,15988,3/20/2016 3:06,7.11E+17,5371,124,3,2016,20,186,-1
Lyin' Ted Cruz lost all five races on Tuesday-and he was just given the jinx - a Lindsey Graham endorsement. Also backed Jeb. Lindsey got 0!,16728,3/18/2016 16:42,7.11E+17,5348,140,3,2016,18,1002,1
Join us in Salt Lake City; Utah- tonight!  #MakeAmericaGreatAgain #Trump2016  https://t.co/1cJ7OFbQiz,9661,3/18/2016 15:56,7.11E+17,3303,101,3,2016,18,956,-1
Hillary Clinton has been involved in corruption for most of her professional life!,35736,3/18/2016 0:37,7.11E+17,14455,82,3,2016,18,37,1
MAKE AMERICA GREAT AGAIN!,32966,3/17/2016 20:30,7.11E+17,14808,25,3,2016,17,1230,1
Please explain to the dummies at the @WSJ  Editorial Board that I love to debate and have won; according to Drudge etc.; all 11 of them!,14038,3/17/2016 13:22,7.10E+17,4312,136,3,2016,17,802,1
.@WSJ is bad at math. The good news is; nobody cares what they say in their editorials anymore; especially me!,13279,3/17/2016 13:11,7.10E+17,3903,110,3,2016,17,791,1
".@WSJ Editorial says ""Clinton primary vote total is 8;646;551.Trump's is 7;533;692""-a knock. But she had only 3 opponents-I had 16.Apologize",16909,3/17/2016 13:08,7.10E+17,5458,140,3,2016,17,788,1
The reason lyin' Ted Cruz has lost so much of the evangelical vote is that they are very smart and just don't tolerate liars-a big problem!,14970,3/17/2016 12:28,7.10E+17,4696,139,3,2016,17,748,1
Crazy @megynkelly is now complaining that  @oreillyfactor did not defend her against me - yet her bad show is a total hit piece on me.Tough!,13920,3/17/2016 12:19,7.10E+17,4182,140,3,2016,17,739,1
Great news that @FoxNews has cancelled the additional debate. How many times can the same people ask the same question? I beat Cruz debating,21810,3/17/2016 10:40,7.10E+17,5862,140,3,2016,17,640,1
Crazy @megynkelly supposedly had lyin' Ted Cruz on her show last night. Ted is desperate and his lying is getting worse. Ted can't win!,14593,3/17/2016 10:17,7.10E+17,4412,135,3,2016,17,617,1
Stuart Stevens; the failed campaign manager of Mitt Romney's historic loss; is now telling the Republican Party what to do with Trump. Sad!,13702,3/17/2016 10:09,7.10E+17,4469,139,3,2016,17,609,1
Thank you; Missouri! #Trump2016 https://t.co/iOzGtcBbia,17523,3/16/2016 21:21,7.10E+17,5114,55,3,2016,16,1281,-1
Wow; just won Missouri!,28066,3/16/2016 18:56,7.10E+17,7820,23,3,2016,16,1136,1
I am making a big speech the night of the @FoxNews debate; but I wish everyone well. Yesterday was a big day for me with 5 wins!,19108,3/16/2016 17:47,7.10E+17,4940,128,3,2016,16,1067,1
Thank you to the Governor of Florida; Rick Scott; for your endorsement. I greatly appreciate your support!,20240,3/16/2016 17:14,7.10E+17,5783,106,3,2016,16,1034,-1
.@RepTomMarino  Great job on television this morning. Glad to have you on my side!,9428,3/16/2016 13:37,7.10E+17,2337,82,3,2016,16,817,1
"""@FoxBusiness: .@RepTomMarino: I think @realDonaldTrump can beat HillaryClinton. And I'm looking forward to Trump being president.",11749,3/16/2016 13:34,7.10E+17,3569,130,3,2016,16,814,1
.@pastormarkburns You were great last night and we all very much appreciate it! Thank you!,10250,3/16/2016 12:06,7.10E+17,2728,90,3,2016,16,726,1
I will be interviewed on @foxandfriends at 8:30 A.M. ENJOY!,7147,3/16/2016 12:02,7.10E+17,1446,59,3,2016,16,722,1
Will be interviewed on @Morning_Joe at 7:40. ENJOY!,6110,3/16/2016 11:35,7.10E+17,1200,51,3,2016,16,695,1
Will be interviewed on @NewDay on @CNN at 7:15 A.M.,6274,3/16/2016 10:30,7.10E+17,1284,51,3,2016,16,630,1
Will be interviewed on @GMA at 7:00 A.M. Big wins last night!,6849,3/16/2016 10:28,7.10E+17,1333,61,3,2016,16,628,1
"""@lucyric13835428: @realDonaldTrump @megynkelly  That's funny; I switched to other media too; can't stand her""",8578,3/16/2016 5:50,7.10E+17,2079,110,3,2016,16,350,1
"""@MaryEH428: @RealBenCarson I thank God you are on board with @realDonaldTrump to help him and us #MakeAmericaGreatAgain Ty!!""",9553,3/16/2016 5:35,7.10E+17,2630,126,3,2016,16,335,1
Thank you Marco; I agree! https://t.co/PTfFzFno9p,31970,3/16/2016 3:16,7.10E+17,15719,49,3,2016,16,196,-1
I only wish my wonderful daughter Tiffany could have been with us at   Mar-a-Lago for our great election victory. She is a winner!,17831,3/16/2016 2:33,7.10E+17,3593,130,3,2016,16,153,-1
Thank you Illinois! #SuperTuesday   #MakeAmericaGreatAgain #Trump2016 https://t.co/vcfstc6Wnb,17970,3/16/2016 1:48,7.10E+17,6450,93,3,2016,16,108,-1
Thank you; North Carolina! #Trump2016 #SuperTuesday?  #MakeAmericaGreatAgain https://t.co/hd4wtDonIB,18665,3/16/2016 1:33,7.10E+17,6628,100,3,2016,16,93,-1
Watching other networks and local news. Really good night! Crazy @megynkelly is unwatchable.,17535,3/16/2016 0:09,7.10E+17,5363,92,3,2016,16,9,1
Thank you; Florida! #SuperTuesday   #MakeAmericaGreatAgain #Trump2016 https://t.co/nzhnLQXrZg,25438,3/16/2016 0:05,7.10E+17,10465,93,3,2016,16,5,-1
Thank you; Northern Mariana Islands!#SuperTuesday #Trump2016   #MakeAmericaGreatAgain https://t.co/OoP4mls4lp,14336,3/16/2016 0:05,7.10E+17,4433,109,3,2016,16,5,-1
Can't watch Crazy Megyn anymore. Talks about me at 43% but never mentions that there are four people in race. With two people; big &amp; over!,16858,3/16/2016 0:05,7.10E+17,4346,142,3,2016,16,5,1
"""@DumpFoxNews: @FoxNews @megynkelly  If media wasn't so biased against Trump; he would've won all of the delegates.",12698,3/15/2016 23:54,7.10E+17,3892,115,3,2016,15,1434,1
"""@SCNAK45: @megynkelly is trying so hard to bash @realDonaldTrump it's ridiculous"" Don't worry; everyone is wise to Crazy Megyn!",11472,3/15/2016 23:39,7.10E+17,3370,128,3,2016,15,1419,1
"""@J_Styborski: @realDonaldTrump @gregens21 @BertShad @FoxNews @megynkelly Hayes is looking depressed as well. https://t.co/wUJacOm32h""",8101,3/15/2016 23:37,7.10E+17,2512,134,3,2016,15,1417,1
"""@jsconlon11:  @BertShad @Foxnews @megynkelly I tried to give them a shot tonight; but they have the whole anti Trump cheerleading team.""",8734,3/15/2016 23:34,7.10E+17,2646,137,3,2016,15,1414,1
"""@gregens21:  @BertShad @FoxNews @megynkelly She's choking on the results! Call her justifiable Kelly. Justifying everything she says.""",8569,3/15/2016 23:34,7.10E+17,2416,135,3,2016,15,1414,1
"""@BertShad: Was going to watch @Foxnews for the primary results but saw @megynkelly - looks like #CNN tonight""",10664,3/15/2016 23:26,7.10E+17,3090,110,3,2016,15,1406,1
Word is that; despite a record amount spent on negative and phony ads; I had a massive victory in Florida. Numbers out soon!,21101,3/15/2016 23:06,7.10E+17,6043,124,3,2016,15,1386,1
A lot of complaints from people saying my name is not on the ballot in various places in Florida? Hope this is false.,20262,3/15/2016 19:11,7.10E+17,8143,117,3,2016,15,1151,1
"I will bring our jobs back to the U.S.; and keep our companies from leaving. Nobody else can do it. Our economy will ""sing"" again.",17952,3/15/2016 16:16,7.10E+17,6469,130,3,2016,15,976,1
In presidential voting so far; John Kasich is ZERO for 22. So why would he be a good candidate? Hillary would beat him; I will beat Hillary!,15753,3/15/2016 16:03,7.10E+17,4736,140,3,2016,15,963,1
Ohio is losing jobs to Mexico; now losing Ford (and many others). Kasich is weak on illegal immigration. We need strong borders now!,16588,3/15/2016 15:03,7.10E+17,5516,132,3,2016,15,903,1
Watching John Kasich being interviewed - acting so innocent and like such a nice guy. Remember him in second debate; until I put him down.,12065,3/15/2016 14:53,7.10E+17,3500,138,3,2016,15,893,1
#VoteTrump #SuperTuesday  <U+2705>Florida  <U+2705>Illinois  <U+2705>Missouri  <U+2705>North Carolina  <U+2705>Ohio   #TrumpTrain   https://t.co/zyRctsFmSq https://t.co/kxrn0ev4UF,16142,3/15/2016 13:43,7.10E+17,6831,179,3,2016,15,823,-1
North Carolina lost 300;000 manufacturing jobs and Ohio lost 400;000 since 2000. Going to Mexico etc. NO MORE IF I WIN; WE WILL BRING BACK!,14145,3/15/2016 13:37,7.10E+17,6168,139,3,2016,15,817,1
The organized group of people; many of them thugs; who shut down our First Amendment rights in Chicago; have totally energized America!,41367,3/12/2016 11:44,7.09E+17,24701,135,3,2016,12,704,1
